,descretePN,Word,PN
157,-1.0,あだ,-0.3
158,-1.0,あだおろそか,-0.3
159,-1.0,あだおろそか・あだやおろそか,-0.3
160,-1.0,あだやおろそか,-0.3
161,0.0,あちら,0.0
162,0.0,あっさり,0.0
163,0.0,あっし,0.0
164,1.0,あっぱれ,0.3
165,1.0,あでやか,0.3
166,1.0,あどけなさ,0.3
167,0.0,あなたがた,0.0
168,1.0,あなたらしさ,0.3
169,1.0,ありがたさ,0.3
170,1.0,ありがたみ,0.3
171,-1.0,ありがた迷惑,-0.3
172,0.0,ありのまま,0.0
173,0.0,あるがまま,0.0
174,0.0,あわ,0.0
175,0.0,あんばい,0.0
176,0.0,いい加減,0.0
177,1.0,いい気持ち,0.3
178,1.0,いい気持ち／気分,0.3
179,1.0,いい気分,0.3
180,-1.0,いかがわしさ,-0.3
181,-1.0,いかさま,-0.3
182,-1.0,いさかい,-0.3
183,-1.0,いざこざ,-0.573411
184,0.0,いざとい,0.0
185,-1.0,いじめ,-0.3
186,1.0,いじらしさ,0.3
187,-1.0,いたずら,-0.3
188,-1.0,いたずら電話,-0.3
189,0.0,いたちごっこ,0.0
190,-1.0,いたみ,-0.3
191,1.0,いたわり,0.3
192,0.0,いっさい,0.0
193,0.0,いっぱい,0.0
194,1.0,いとしさ,0.3
195,1.0,いのち,0.3
196,-1.0,いばらの道,-0.3
197,-1.0,いびき,-0.3
198,-1.0,いびり,-0.3
199,-1.0,いぼ,-0.3
200,0.0,いやおう,0.0
201,-1.0,いやらしさ,-0.3
202,-1.0,いらいら,-0.3
203,-1.0,いらだち,-0.3
204,0.0,いろんなの,0.0
205,0.0,いわれ,0.0
206,-1.0,うかうか,-0.40199
207,-1.0,うかつ,-0.3
208,0.0,うがい,0.0
209,-1.0,うさ,-0.3
210,-1.0,うさんくささ,-0.3
211,-1.0,うずき,-0.3
212,-1.0,うそ,-0.770524
213,-1.0,うそっぱち,-0.3
214,-1.0,うそ偽り,-0.3
215,-1.0,うそ八百,-0.3
216,-1.0,うたぐり,-0.3
217,0.0,うたた寝,0.0
218,-1.0,うだうだ,-0.3
219,-1.0,うっかり,-0.7212529999999999
220,0.0,うっちゃり,0.0
221,1.0,うってつけ,0.9912040000000001
222,-1.0,うっぷん,-0.3
223,-1.0,うっ血,-0.3
224,-1.0,うつ,-0.3
225,-1.0,うつ状態,-0.3
226,-1.0,うつ病,-0.3
227,0.0,うつ伏せ,0.0
228,0.0,うなじ,0.0
229,0.0,うねり,0.0
230,0.0,うぶ,0.0
231,1.0,うまさ,0.3
232,1.0,うまみ,0.3
233,1.0,うま味,0.3
234,-1.0,うらみ,-0.3
235,-1.0,うらやみ,-0.3
236,-1.0,うるささ,-0.3
237,0.0,うれしがらせ,0.0
238,1.0,うれしさ,0.3
239,0.0,うろ覚え,0.0
240,0.0,うわさ,0.0
241,-1.0,えぐみ,-0.3
242,0.0,えびす顔,0.0
243,0.0,えんま顔,0.0
244,-1.0,えん罪,-0.3
245,1.0,おいしさ,0.3
246,-1.0,おいてきぼり,-0.3
247,-1.0,おいてけぼり,-0.3
248,0.0,おおまか,0.0
249,1.0,おかげ,0.3
250,0.0,おかしさ,0.0
251,1.0,おかぼれ,0.3
252,0.0,おかめ,0.0
253,0.0,おけら,0.0
254,1.0,おこづかい,0.3
255,-1.0,おざなり,-0.3
256,-1.0,おしさ,-0.3
257,1.0,おしゃれ,0.3
258,-1.0,おじけ,-0.3
259,-1.0,おせっかい,-0.3
260,-1.0,おそれ,-0.3
261,-1.0,おぞましさ,-0.3
262,-1.0,おたふく,-0.3
263,-1.0,おたふく風邪,-0.3
264,0.0,おだて,0.0
265,-1.0,おだぶつ,-0.3
266,1.0,おだやか,0.3
267,-1.0,おちおち,-0.36238400000000004
268,-1.0,おっくう,-0.3
269,0.0,おっとり,0.0
270,0.0,おっぱい,0.0
271,-1.0,おでき,-0.6463260000000001
272,-1.0,おなら,-0.33731500000000003
273,-1.0,おねしょ,-0.3
274,0.0,おばけ,0.0
275,0.0,おぼこ,0.0
276,1.0,おまけ,0.983517
277,0.0,おまんこ,0.0
278,0.0,おみやげ,0.0
279,0.0,おむつ,0.0
280,1.0,おめでた,0.9732350000000001
281,1.0,おもしろさ,0.3
282,0.0,おもてなし,0.0
283,-1.0,おもらし,-0.3
284,-1.0,おろそか,-0.3
285,1.0,おカネ,0.3
286,1.0,おニュー,0.3
287,0.0,お安い御用,0.0
288,1.0,お陰,0.3
289,1.0,お陰さま,0.3
290,1.0,お陰様,0.3
291,-1.0,お隠れ,-0.986558
292,-1.0,お化け,-0.35394899999999996
293,-1.0,お家騒動,-0.3
294,0.0,お花,0.0
295,0.0,お花畑,0.0
296,1.0,お楽しみ,0.3
297,0.0,お気持ち,0.0
298,0.0,お客,0.0
299,0.0,お客さま,0.0
300,1.0,お客様,0.3
301,0.0,お客様ご自身,0.0
302,1.0,お給料,0.3
303,0.0,お許し,0.0
304,0.0,お近付き,0.0
305,1.0,お金,0.3
306,0.0,お決まり,0.0
307,0.0,お見舞い,0.0
308,0.0,お言葉,0.0
309,1.0,お祭り気分,0.3
310,0.0,お札,0.0
311,-1.0,お仕置き,-0.3
312,0.0,お使い,0.0
313,0.0,お姉ちゃん,0.0
314,0.0,お子さま,0.0
315,0.0,お持ち,0.0
316,0.0,お時間,0.0
317,-1.0,お邪魔,-0.3
318,1.0,お手ごろ価格,0.3
319,1.0,お手頃価格,0.3
320,-1.0,お手上げ,-0.0888293
321,0.0,お手伝い,0.0
322,0.0,お宿,0.0
323,0.0,お祝い,0.0
324,0.0,お出かけ,0.0
325,1.0,お小遣い,0.3
326,1.0,お笑い,0.3
327,1.0,お上手,0.3
328,1.0,お色気,0.3
329,0.0,お人好し,0.0
330,1.0,お人柄,0.3
331,0.0,お世辞抜き,0.0
332,0.0,お世話,0.0
333,-1.0,お説教,-0.3
334,0.0,お体,0.0
335,0.0,お題目,0.0
336,1.0,お知恵,0.3
337,0.0,お定まり,0.0
338,0.0,お店,0.0
339,0.0,お電話,0.0
340,0.0,お土産,0.0
341,0.0,お湯,0.0
342,0.0,お答え,0.0
343,1.0,お得,0.3
344,1.0,お得感,0.3
345,1.0,お年玉,0.436241
346,-1.0,お疲れ,-0.3
347,0.0,お付き合い,0.0
348,1.0,お布施,0.3
349,0.0,お風邪,0.0
350,0.0,お風呂場,0.0
351,0.0,お別れ会,0.0
352,1.0,お返し,0.5451699999999999
353,0.0,お返事,0.0
354,1.0,お便り,0.3
355,0.0,お墓,0.0
356,1.0,お墨付き,0.3
357,0.0,お面,0.0
358,-1.0,お門違い,-0.31185300000000005
359,-1.0,お役所仕事,-0.07290110000000001
360,0.0,お友達,0.0
361,0.0,お遊び,0.0
362,0.0,お預け,0.0
363,0.0,お力,0.0
364,0.0,お力添え,0.0
365,0.0,お礼,0.0
366,0.0,お話,0.0
367,-1.0,お咎め,-0.3
368,1.0,お洒落,0.056065199999999996
369,0.0,かい性,0.0
370,0.0,かかと,0.0
371,0.0,かぎり,0.0
372,-1.0,かぎ裂き,-0.3
373,-1.0,かげり,-0.3
374,0.0,かさ,0.0
375,0.0,かさぶた,0.0
376,-1.0,かさ上げ,-0.3
377,-1.0,かすり傷,-0.3
378,-1.0,かぜ,-0.3
379,0.0,かた,0.0
380,0.0,かたじけなさ,0.0
381,1.0,かっこよさ,0.3
382,-1.0,かっぱらい,-0.3
383,0.0,かつら,0.0
384,-1.0,かなしみ,-0.3
385,-1.0,かぶれ,-0.3
386,0.0,かもねぎ,0.0
387,-1.0,かゆさ,-0.3
388,-1.0,かゆみ,-0.3
389,1.0,かわいさ,0.3
390,-1.0,かわいそう,-0.3
391,1.0,かわいらしさ,0.3
392,0.0,がけ崩れ,0.0
393,-1.0,がた,-0.3
394,-1.0,がた落ち,-0.98967
395,0.0,がっしり,0.0
396,0.0,がっちり,0.0
397,0.0,がまん,0.0
398,0.0,がらがら,0.0
399,-1.0,がん,-0.3
400,-1.0,がん細胞,-0.3
401,1.0,きずな,0.3
402,0.0,きっかけ,0.0
403,-1.0,きつさ,-0.3
404,0.0,きびしさ,0.0
405,0.0,きまり,0.0
406,1.0,きめ細かさ,0.3
407,-1.0,きゃしゃ,-0.3
408,1.0,きらびやか,0.3
409,1.0,きりん児,0.3
410,1.0,きれい,0.3
411,-1.0,きれい事,-0.3
412,0.0,きわまり,0.0
413,-1.0,ぎこちなさ,-0.3
414,-1.0,ぎっくり腰,-0.46590699999999996
415,-1.0,ぎりぎり,-0.162992
416,0.0,ぎんぎん,0.0
417,0.0,くしゃみ,0.0
418,1.0,くじ運,0.3
419,0.0,くせ毛,0.0
420,1.0,くそ力,0.3
421,-1.0,くたくた,-0.3
422,-1.0,くたびれ,-0.3
423,-1.0,くたびれもうけ,-0.3
424,-1.0,くだらなさ,-0.3
425,0.0,くちびる,0.0
426,1.0,くつろぎ,0.3
427,-1.0,くどさ,-0.3
428,-1.0,くも膜下出血,-0.3
429,-1.0,くやしさ,-0.3
430,-1.0,くる病,-0.3
431,-1.0,ぐうたら,-0.69113
432,-1.0,ぐちゃぐちゃ,-0.692583
433,0.0,ぐりぐり,0.0
434,-1.0,けが,-0.3
435,-1.0,けがれ,-0.3
436,-1.0,けが人,-0.3
437,-1.0,けだるさ,-0.3
438,-1.0,けち,-0.9991620000000001
439,-1.0,けったい,-0.3
440,1.0,けなげ,0.3
441,0.0,けり,0.0
442,-1.0,けんか,-0.3
443,-1.0,けんか腰,-0.3
444,0.0,げき,0.0
445,0.0,げた,0.0
446,-1.0,げんなり,-0.757529
447,0.0,こいつら,0.0
448,1.0,こく,0.9527100000000001
449,0.0,ここ,0.0
450,0.0,ここら,0.0
451,-1.0,こそ泥,-0.592334
452,1.0,こだわり,0.3
453,-1.0,こちこち,-0.3
454,0.0,このまま,0.0
455,0.0,この世,0.0
456,-1.0,こび,-0.3
457,1.0,こまめ,0.3
458,1.0,こらえ性,0.3
459,-1.0,こわさ,-0.3
460,-1.0,こんとん,-0.3
461,0.0,ごあいさつ,0.0
462,-1.0,ごたごた,-0.856297
463,-1.0,ごたまぜ,-0.644471
464,-1.0,ごちゃまぜ,-0.3
465,-1.0,ごまかし,-0.3
466,-1.0,ごまのはえ,-0.3
467,-1.0,ごみ,-0.895066
468,0.0,ごみ減量,0.0
469,0.0,ごろごろ,0.0
470,0.0,ご愛顧,0.0
471,0.0,ご挨拶,0.0
472,0.0,ご案内,0.0
473,0.0,ご意見ご要望,0.0
474,1.0,ご縁,0.3
475,0.0,ご家庭,0.0
476,1.0,ご活躍,0.3
477,0.0,ご感想,0.0
478,0.0,ご希望,0.0
479,1.0,ご機嫌,0.3
480,0.0,ご協力,0.0
481,0.0,ご教示,0.0
482,1.0,ご興味,0.3
483,-1.0,ご苦労,-0.3
484,1.0,ご好評,0.3
485,0.0,ご講演,0.0
486,0.0,ご賛同,0.0
487,0.0,ご指示,0.0
488,0.0,ご指導,0.0
489,0.0,ご指導ご鞭撻,0.0
490,0.0,ご支援,0.0
491,0.0,ご支援ご協力,0.0
492,0.0,ご支持,0.0
493,0.0,ご主人様,0.0
494,0.0,ご祝辞,0.0
495,0.0,ご助言,0.0
496,0.0,ご紹介,0.0
497,-1.0,ご心配,-0.3
498,0.0,ご尽力,0.0
499,0.0,ご声援,0.0
500,0.0,ご先祖様,0.0
501,0.0,ご提案,0.0
502,-1.0,ご都合主義,-0.3
503,0.0,ご入金,0.0
504,0.0,ご配慮,0.0
505,-1.0,ご病気,-0.3
506,-1.0,ご不便,-0.3
507,0.0,ご返事,0.0
508,0.0,ご鞭撻,0.0
509,1.0,ご褒美,0.3
510,1.0,ご満足,0.3
511,-1.0,ご迷惑,-0.3
512,0.0,ご予約,0.0
513,0.0,ご要望,0.0
514,-1.0,ご利益,-0.3
515,0.0,ご了解,0.0
516,0.0,ご了承,0.0
517,0.0,ご連絡,0.0
518,1.0,さっぱり,0.793419
519,1.0,さばさば,0.989139
520,-1.0,さび,-0.3
521,-1.0,さびしさ,-0.3
522,-1.0,さみしさ,-0.3
523,0.0,さら,0.0
524,1.0,さわやか,0.3
525,1.0,さわやかさ,0.3
526,-1.0,ざらつき,-0.3
527,-1.0,ざわめき,-0.3
528,1.0,しあわせ,0.3
529,-1.0,しがらみ,-0.3
530,-1.0,しくじり,-0.3
531,-1.0,しこめ,-0.3
532,-1.0,しこり,-0.3
533,-1.0,したい放題,-0.3
534,-1.0,したたか,-0.3
535,1.0,しっかり,0.3
536,-1.0,しっぺ返し,-0.555828
537,-1.0,しつこさ,-0.3
538,1.0,しとやか,0.3
539,1.0,しなやか,0.3
540,1.0,しなやかさ,0.3
541,-1.0,しびれ,-0.3
542,-1.0,しみ,-0.3
543,0.0,しゃがれ声,0.0
544,-1.0,しゃっくり,-0.326986
545,1.0,しゃれ男,0.3
546,0.0,しゃんと,0.0
547,-1.0,しょっぱさ,-0.3
548,-1.0,しらふ,-0.3
549,0.0,しり押し,0.0
550,-1.0,しり切れ,-0.3
551,0.0,しるし,0.0
552,0.0,しるべ,0.0
553,-1.0,しわ,-0.3
554,-1.0,しわ寄せ,-0.3
555,-1.0,しんどさ,-0.3
556,-1.0,し損ない,-0.3
557,0.0,じかん,0.0
558,0.0,じっくり,0.0
559,0.0,じゅもん,0.0
560,-1.0,じり高,-0.3
561,-1.0,じり貧,-0.3
562,0.0,すうっと,0.0
563,1.0,すかっと,0.983246
564,-1.0,すかんぴん,-0.3
565,-1.0,すきだらけ,-0.3
566,1.0,すきっと,0.3
567,0.0,すさまじさ,0.0
568,1.0,すっきり,0.967757
569,-1.0,すったもんだ,-0.3
570,-1.0,すってんてん,-0.0502084
571,1.0,すっと,0.33675900000000003
572,-1.0,すっぽかし,-0.3
573,1.0,すてき,0.3
574,1.0,すばやさ,0.3
575,1.0,すばらしさ,0.3
576,0.0,すみれ,0.0
577,-1.0,すり,-0.3
578,-1.0,ずぶ濡れ,-0.665728
579,-1.0,ずぼら,-0.990287
580,-1.0,ずる,-0.996942
581,0.0,ずれ,0.0
582,-1.0,せかせか,-0.5053949999999999
583,-1.0,せき,-0.3
584,-1.0,せき払い,-0.3
585,-1.0,せせら笑い,-0.3
586,-1.0,せつなさ,-0.3
587,0.0,せり,0.0
588,0.0,せり上げ,0.0
589,-1.0,ぜんそく,-0.3
590,-1.0,ぜん息,-0.3
591,0.0,そいつ,0.0
592,0.0,そいつら,0.0
593,0.0,そういうの,0.0
594,-1.0,そしり,-0.3
595,0.0,そそくさ,0.0
596,0.0,そっと,0.0
597,0.0,そつ,0.0
598,-1.0,そねみ,-0.3
599,0.0,その間,0.0
600,-1.0,その場しのぎ,-0.3
601,-1.0,その場逃れ,-0.3
602,0.0,その他,0.0
603,0.0,その道,0.0
604,0.0,そり,0.0
605,0.0,そり味,0.0
606,-1.0,それきり,-0.3
607,-1.0,それきり・それっきり,-0.3
608,-1.0,それっきり,-0.3
609,1.0,それなり,0.18989
610,0.0,ぞうり,0.0
611,1.0,たおやか,0.3
612,0.0,たくさん,0.0
613,1.0,たくましさ,0.3
614,1.0,たしなみ,0.3
615,1.0,たたずまい,0.3
616,-1.0,ただれ,-0.3
617,-1.0,ただれ目,-0.3
618,0.0,ただ事,0.0
619,0.0,ただ者,0.0
620,1.0,たっぷり,0.979449
621,0.0,たね,0.0
622,1.0,ため,0.3
623,-1.0,ためらい傷,-0.3
624,-1.0,ため息,-0.3
625,-1.0,たらい回し,-0.3
626,-1.0,たるみ,-0.3
627,0.0,たわし,0.0
628,-1.0,だみ声,-0.3
629,-1.0,だらしなさ,-0.3
630,-1.0,だらだら,-0.991215
631,-1.0,だらっと,-0.3
632,-1.0,だらりと,-0.3
633,-1.0,だらんと,-0.3
634,-1.0,だるさ,-0.3
635,-1.0,だれ気味,-0.200523
636,1.0,ちゃめっ気,0.3
637,-1.0,ちゃらんぽらん,-0.186059
638,-1.0,ちょい役,-0.3
639,-1.0,ちょっかい,-0.507571
640,-1.0,ちょんぼ,-0.996503
641,0.0,つき,0.0
642,0.0,つぐみ,0.0
643,-1.0,つじ強盗,-0.3
644,-1.0,つっけんどん,-0.3
645,1.0,つつましやか,0.3
646,1.0,つながり,0.3
647,0.0,つばさ,0.0
648,-1.0,つまずき,-0.3
649,-1.0,つまらなさ,-0.3
650,0.0,つまり,0.0
651,0.0,つもり,0.0
652,1.0,つや,0.3
653,-1.0,つらさ,-0.3
654,1.0,つわもの,0.3
655,-1.0,つわり,-0.3
656,1.0,ていねい,0.3
657,-1.0,てんかん,-0.3
658,1.0,てんこ盛り,0.32000100000000004
659,-1.0,てんやわんや,-0.561244
660,-1.0,できもの,-0.3
661,-1.0,でこぼこ,-0.3
662,-1.0,でたらめ,-0.3
663,-1.0,でっち上げ,-0.3
664,0.0,でんぷん,0.0
665,0.0,というわけ,0.0
666,-1.0,とがめ,-0.3
667,0.0,とがめ立て,0.0
668,-1.0,とがり声,-0.3
669,1.0,ときめき,0.3
670,-1.0,とどめ,-0.3
671,-1.0,とばっちり,-0.47874300000000003
672,-1.0,とまどい,-0.3
673,0.0,ともえ投げ,0.0
674,0.0,どきどき,0.0
675,-1.0,どぎまぎ,-0.36845500000000003
676,-1.0,どさくさ,-0.44808100000000006
677,-1.0,どたキャン,-0.3
678,-1.0,どら声,-0.188608
679,0.0,どんぐり,0.0
680,-1.0,どんでん返し,-0.505358
681,-1.0,どん底,-0.26105100000000003
682,1.0,ど根性,0.3
683,0.0,なくて七癖,0.0
684,0.0,なぞ,0.0
685,1.0,なだらか,0.3
686,1.0,なつかしさ,0.3
687,-1.0,なぶり殺し,-0.3
688,-1.0,なまくら,-0.9903879999999999
689,0.0,なまず,0.0
690,1.0,なめらか,0.3
691,1.0,なめらかさ,0.3
692,-1.0,ならず者,-0.992431
693,0.0,におい,0.0
694,-1.0,にきび,-0.3
695,1.0,にぎやか,0.3
696,1.0,にぎわい,0.3
697,1.0,にこにこ顔,0.3
698,-1.0,ぬかるみ,-0.575435
699,-1.0,ぬか喜び,-0.3
700,1.0,ぬくもり,0.3
701,-1.0,ぬめり,-0.3
702,0.0,ぬるさ,0.0
703,1.0,ねぎらい,0.3
704,0.0,ねじれ,0.0
705,-1.0,ねたましさ,-0.3
706,-1.0,ねたみ,-0.3
707,0.0,ねんね,0.0
708,1.0,のぞみ,0.3
709,0.0,のど自慢,0.0
710,0.0,のど輪,0.0
711,-1.0,ののしり,-0.3
712,-1.0,のみの心臓,-0.3
713,-1.0,のらくら,-0.613286
714,0.0,のろし,0.0
715,-1.0,のんべんだらり,-0.3
716,0.0,はげ,0.0
717,-1.0,はしか,-0.3
718,-1.0,はずみ,-0.3
719,0.0,はたき込み,0.0
720,0.0,はたけ,0.0
721,1.0,はたらき,0.3
722,-1.0,はた迷惑,-0.3
723,-1.0,はちゃめちゃ,-0.3
724,0.0,はっきり,0.0
725,1.0,はつらつ,0.3
726,0.0,はにかみ,0.0
727,1.0,はまり役,0.3
728,-1.0,はやり風邪,-0.3
729,-1.0,はやり目,-0.3
730,-1.0,はらはら,-0.693136
731,0.0,はれ,0.0
732,-1.0,はれ物,-0.3
733,-1.0,ばい菌,-0.3
734,-1.0,ばか,-0.3
735,-1.0,ばかばかしさ,-0.3
736,0.0,ばか笑い,0.0
737,1.0,ばか力,0.3
738,-1.0,ばつ,-0.991186
739,-1.0,ばらつき,-0.3
740,0.0,ばらばら,0.0
741,-1.0,ひがみ,-0.3
742,-1.0,ひき逃げ,-0.3
743,0.0,ひさし,0.0
744,1.0,ひさしぶり,0.3
745,0.0,ひじ,0.0
746,0.0,ひじり,0.0
747,-1.0,ひったくり,-0.3
748,0.0,ひととき,0.0
749,-1.0,ひとりよがり,-0.3
750,-1.0,ひとり相撲,-0.3
751,1.0,ひとり立ち,0.3
752,0.0,ひと月,0.0
753,-1.0,ひと事,-0.3
754,0.0,ひと時,0.0
755,-1.0,ひどさ,-0.3
756,-1.0,ひび割れ,-0.3
757,0.0,ひま,0.0
758,-1.0,ひもじさ,-0.3
759,-1.0,ひょう疽,-0.333893
760,-1.0,ひょっとこ,-0.991609
761,-1.0,ひ弱,-0.3
762,-1.0,びくびく,-0.995632
763,-1.0,びんた,-0.376762
764,1.0,ぴか一,0.9893860000000001
765,-1.0,ふがいなさ,-0.3
766,1.0,ふくよか,0.3
767,-1.0,ふさぎの虫,-0.3
768,-1.0,ふしだら,-0.9874850000000001
769,0.0,ふたり,0.0
770,0.0,ふち,0.0
771,0.0,ふるさと,0.0
772,-1.0,ふん,-0.3
773,-1.0,ぶおとこ,-0.3
774,-1.0,ぶおんな,-0.3
775,-1.0,ぶきっちょ,-0.9941530000000001
776,-1.0,ぶす,-0.646523
777,-1.0,ぶっきらぼう,-0.44419200000000003
778,0.0,ぶらぶら,0.0
779,0.0,ぶり返し,0.0
780,0.0,へそ,0.0
781,-1.0,へったくれ,-0.9744649999999999
782,-1.0,へっぽこ,-0.5992460000000001
783,-1.0,へなちょこ,-0.3
784,0.0,へのかっぱ,0.0
785,-1.0,へぼ,-0.993367
786,-1.0,へま,-0.714558
787,-1.0,へんちくりん,-0.3
788,-1.0,へんてこ,-0.3
789,-1.0,へんとう炎,-0.3
790,1.0,べたぼれ,0.3
791,1.0,べた褒め,0.3
792,1.0,べっぴん,0.3
793,-1.0,ぺしゃんこ,-0.3
794,0.0,ほお笑み,0.0
795,0.0,ほか,0.0
796,1.0,ほくほく顔,0.3
797,-1.0,ほこり,-0.3
798,-1.0,ほころび,-0.3
799,0.0,ほっぺた,0.0
800,-1.0,ほとぼり,-0.400812
801,0.0,ほとんど,0.0
802,1.0,ほの字,0.3
803,1.0,ほほ笑み,0.3
804,0.0,ほら貝,0.0
805,0.0,ほり,0.0
806,1.0,ほろ酔い気分,0.3
807,0.0,ほんま,0.0
808,0.0,ぼくたち,0.0
809,-1.0,ぼけ,-0.3
810,-1.0,ぽか,-0.9969469999999999
811,0.0,まくら探し,0.0
812,0.0,まぐれ,0.0
813,1.0,まごころ,0.3
814,1.0,まじめ,0.9681139999999999
815,-1.0,まじり,-0.3
816,-1.0,まずさ,-0.3
817,0.0,まぜこぜ,0.0
818,-1.0,まちがい,-0.3
819,0.0,まちづくり,0.0
820,1.0,まっさら,0.3
821,1.0,まとも,0.9793629999999999
822,1.0,まどらか,0.3
823,1.0,まどろみ,0.3
824,0.0,まね,0.0
825,1.0,まめ,0.591853
826,-1.0,まやかし,-0.754548
827,-1.0,まゆつば物,-0.3
828,0.0,まるまる,0.0
829,0.0,まれ,0.0
830,1.0,まろやか,0.3
831,0.0,まんざら,0.0
832,0.0,まんま,0.0
833,-1.0,まん延,-0.3
834,0.0,みずから,0.0
